Role,Companies,Location,Experience,Skills
Sr Con / AM - CCAR Modeling ( Model Development / Validation ),Pylon Management Consulting Pvt Ltd,Bengaluru,1-6 Yrs,"Predictive Modeling
Logistic Regression
SAS
Arima
credit risk modeling
LGD
Data Mining
Analytics"
Head of Analytics & Data Sciences.,Fidius advisory,Mumbai,15-17 Yrs,"data science
industry 4.0
AI
big data
data engineering"
Urgent Hiring_Data Science Lead_Advertising Industry_Mumbai_15 lacs,Seven Consultancy,"Mumbai, Gurgaon",4-8 Yrs,"Data Science
Text Analytics
Risk Analytics
Data Analytics
Analytics
Predictive Analytics"
Manager / Sr. Manager - Analytics - CPG only,CHANGE LEADERS CONSULTING,Mumbai(Powai),5-8 Yrs,"analytics
python
data science
use cases
price elasticity
forecasting
segmentation
cpg"
Assistant Manager/ Manager - Business Intelligence/ Analytics,Huquo Consulting Pvt. Ltd,Gurgaon,3-4 Yrs,"Business Intelligence
Consulting - BFSI
Statistical Modeling
Data Analytics
Statistics
Machine Learning
Analytics
Consulting - Healthcare"
Assistant Manager/manager - Business Intelligence/analytics- Insurance,Huquo Consulting Pvt. Ltd,Gurgaon,3-4 Yrs,"Business Intelligence
Operations Research
Statistical Modeling
Data Analytics
Statistics
Machine Learning
Analytics
Consulting - Healthcare"
Senior Analyst - Data Science - IIT/ NIT/ IIM/ Xlri/ FMS,Huquo Consulting Pvt. Ltd,Gurgaon,2-5 Yrs,"Data Science
SAS
Tableau
Machine Learning
Statistics
Analytics
Python
SQL"
Senior Analyst- Sql/sas/python/machine Learning- Banking- Iit/nit/bits,Huquo Consulting Pvt. Ltd,Bengaluru,1-4 Yrs,"Data Science
SAS
Data Scientist
PySpark
Data Analytics
Machine Learning
Statistics
Analytics"
Assistant Manager - Sql/sas/python/machine Learning- Iit/nit/bits,Huquo Consulting Pvt. Ltd,Bengaluru,2-7 Yrs,"Data Science
SAS
Data Scientist
Data Analytics
Machine Learning
Statistics
Analytics
SQL"
Analyst - Machine Learning - R/python + SAS - BFSI,Huquo Consulting Pvt. Ltd,Noida,1-2 Yrs,"Consulting - BFSI
NLP
SAS
Artificial Intelligence
Big Data
Data Analytics
Machine Learning
Statistics"
Assistant Manager/ Manager - Business Intelligence/ Analytics,Huquo Consulting Pvt. Ltd,Gurgaon,3-4 Yrs,"Business Intelligence
Consulting - BFSI
Statistical Modeling
Data Analytics
Statistics
Machine Learning
Analytics
Consulting - Healthcare"
Assistant Manager/manager - Business Intelligence/analytics- Insurance,Huquo Consulting Pvt. Ltd,Gurgaon,3-4 Yrs,"Business Intelligence
Operations Research
Statistical Modeling
Data Analytics
Statistics
Machine Learning
Analytics
Consulting - Healthcare"
Senior Consultant - Analytics,Huquo Consulting Pvt. Ltd,Gurgaon,3-4 Yrs,"Consulting - BFSI
SAS
Data Modeling
Data Analytics
Statistics
Machine Learning
Analytics
Python"
Analytics Consultant- Python+ Machine Learning+ NLP+ Text Minning- IIT,Huquo Consulting Pvt. Ltd,Gurgaon,2-3 Yrs,"NLP
SAS
Statistical Modeling
Data Mining
Data Analytics
Machine Learning
Statistics
Analytics"
Senior Business Analyst/ Assistant Manager - SAS Analytics,Huquo Consulting Pvt. Ltd,Delhi NCR,2-5 Yrs,"SAS
Linear regression
Data Analytics
logistic regression
Statistics
Analytics"
Senior Business Analyst/assistant Manager- SAS Model Validation- BFSI,Huquo Consulting Pvt. Ltd,"Delhi NCR, Gurgaon",3-7 Yrs,"Logistic regression
SAS
Data Mining
clustering
Statistics
Analytics
Predictive Analytics
predictive analysis"
Analytics Consultant- Python + Machine Learning + NLP + Text Minning,Huquo Consulting Pvt. Ltd,Gurgaon,2-3 Yrs,"NLP
SAS
Statistical Modeling
Data Mining
Data Analytics
Machine Learning
Statistics
Analytics"
Senior Consultant - SAS/ Python/ R - KPO - Iisc/ ISI/ IIT,Huquo Consulting Pvt. Ltd,Bengaluru,2-4 Yrs,"Consulting - BFSI
SAS
Data Management
model development
Data Analytics
Machine learning Techniques
Statistics
Machine Learning"
Senior Business Analyst/assistant Manager - Machine Learning/r/python,Huquo Consulting Pvt. Ltd,Noida,2-5 Yrs,"Predictive Modeling
NLP
Artificial Intelligence
Data Management
Data Analytics
Machine Learning
Analytics
Python"
Senior Consultant/ Consultant/ Assistant Manager /manager,Huquo Consulting Pvt. Ltd,Bengaluru,2-5 Yrs,"Data Science
Predictive Modeling
Data Scientist
Data Management
Statistical Modeling
Data Mining
Data Analytics
Statistics"
SAS Professional - Model Development,Huquo Consulting Pvt. Ltd,Bengaluru,1-4 Yrs,"Consulting - BFSI
SAS
Data Management
Statistical Modeling
Data Modeling
Statistics"
Python/ R Analytics Role - Banking/insurance Domain - Iit/iim/nit/vit,Huquo Consulting Pvt. Ltd,Bengaluru,1-6 Yrs,"model development
Data Modeling
Data Analytics
Statistics
Analytics
Python"
Assistant Manager - Collection Analytics,Huquo Consulting Pvt. Ltd,Gurgaon,2-3 Yrs,"Consulting - BFSI
SAS
Statistical Modeling
Data Analytics
Analytics"
Senior Consultant - Analytics- Sas/r/python/machine Learning- Banking,Huquo Consulting Pvt. Ltd,Gurgaon,3-4 Yrs,"Consulting - BFSI
SAS
Data Modeling
Data Analytics
Statistics
Machine Learning
Analytics
Python"
Python / R Analytics Role - Banking/insurance Domain - Iit/iim/nit,Huquo Consulting Pvt. Ltd,Bengaluru,1-6 Yrs,"Consulting - BFSI
Team management
Regression
linear regression
segmentation
Data Modeling
Clustering
Statistics"
Assistant Manager - Machine Learning - R/python + SAS,Huquo Consulting Pvt. Ltd,Noida,3-4 Yrs,"Predictive Modeling
Consulting - BFSI
NLP
SAS
Artificial Intelligence
Big Data
Data Analytics
Machine Learning"
Data Science Analyst - Time Series Forecasting/Python,LotusOne Talent Solutions,Hyderabad,2-5 Yrs,"Anomaly Detection
Data Science
Multivariate Analysis
Regression Analysis
R
Exploratory Data Analysis
Keras
Machine Learning"
NLP Engineer - Python/r/algorithm,Animaker,Bengaluru,3-5 Yrs,"R
NLP
Open Source
Image Processing
Time Series Forecasting
Image Recognition
Data Visualization
NLU / NLG"
Quant Researcher - Predictive Modeling/ Quantitative Analytics,AsknBid Tech,"Bengaluru, India",0-4 Yrs,"IT Skills
Python
AWS
work from home
Predictive Modeling
Docker
Pandas
Data Risk Management"
Machine Learning Engineer - Nlp/computer Vision,DataToBiz,Chandigarh,3-7 Yrs,"Data Science
NLP
NoSQL
RDBMS
Data Mining
Data Modeling
Computer Vision
Machine Learning"
Senior Data Analyst - Machine Learning,The Hiring Story,Thane,3-5 Yrs,"analytics
R
Data Analyst
Tableau
Data Analytics
Machine Learning
Python
SQL"
Sr Analyst / Manager - Data Science,Analytics Vidhya Educon Pvt. Ltd,Mumbai,3-6 Yrs,"Root cause analysis
Factor analysis
data science
Analytical
Machine learning
Algorithm development
HTML
Data mining"
Data Science (ETO - Engineering),Global Talent Pool,"Mumbai, Bengaluru",3-5 Yrs,"Computer science
data science
Analytical
Programming
Data structures
Mathematics
Statistics
Python"
Python Data Science Developer,Quosphere Infosolutions Pvt. Ltd.,Navi Mumbai,2-4 Yrs,"Data Science
Route Optimization
Machine Learning
Python"
Data Analyst-Analytics,Linedata Technology Private Limited,Mumbai,3-8 Yrs,"Tableau
Python
Predictive Analytics
stastical modelling
Data Analyst
Text Mining
Machine Learning"
Data Science Engineer,Mystro,Mumbai,2-4 Yrs,"deep learning
data science
Machine learning
Manager Technology
Data processing
Python"
Sr Software Engineer,Baker Hughes - The Network,Mumbai,3-7 Yrs,"Computer science
Programming
Manager Technology
Data structures
Product positioning"
Data Science Intern,Sankhkyiki Robotics,Mumbai,0-1 Yrs,"Computer vision
data science
Intern
big data analytics
Artificial Intelligence
Machine learning
Natural language processing
Statistics"
Software Developer . Net,lemark institute of art,Mumbai Suburbs,1-5 Yrs,"data science
Machine learning
Predictive modeling"
Python Developer - Deep Learning/Machine Learning,e3consultant,Chennai,2-7 Yrs,"Data Science
Analytical Skills
Artificial Intelligence
Web Technologies
Machine Learning
Deep Learning
Web Services
Python"
Machine Learning Developer/Senior Developer - NLP/Computer Vision,HiringSign,Trivandrum,3-8 Yrs,"Data Science
NLP
Algorithms
AI/ML
Artificial Intelligence
Spark
Computer Vision
Machine Learning"
Deep Learning Engineer - R/matlab/tensorflow,Serving Skill,Noida,3-5 Yrs,"Tensorflow
R
LMS
Artificial Intelligence
Deep Learning Engineer
Data Analytics
Machine Learning
MATLAB"
ADAS Data Analytics Algorithm & Application Development,Rays Hrconsulting,Bengaluru,2-4 Yrs,"Object Detection
Scipy
ADAS Data Analytics
Opencv
Image Processing
Computer Vision
Machine Learning
Deep Learning"
Assistant Manager - Analytics - Healthcare/retail/cpg/ecommerce Domain,Change leaders,Bengaluru,2-4 Yrs,"data science
Data Modeling
Data Analytics
Machine Learning
Analytics
Python"
Urgent Hiring_Data Science Lead_Advertising Industry_Mumbai_15 lacs,Seven Consultancy,"Mumbai, Gurgaon",4-8 Yrs,"Data Science
Text Analytics
Risk Analytics
Data Analytics
Analytics
Predictive Analytics"
Data Engineer,Fractal Analytics Ltd,Mumbai,1-3 Yrs,"Computer science
Cloud computing
C++
Linux
Shell scripting
Machine learning
Agile
JIRA"
Senior Analyst - Data Science - IIT/ NIT/ IIM/ Xlri/ FMS,Huquo Consulting Pvt. Ltd,Gurgaon,2-5 Yrs,"Data Science
SAS
Tableau
Machine Learning
Statistics
Analytics
Python
SQL"
Data Science (ETO - Engineering),Global Talent Pool,"Mumbai, Bengaluru",3-5 Yrs,"Computer science
data science
Analytical
Programming
Data structures
Mathematics
Statistics
Python"
Python Data Science Developer,Quosphere Infosolutions Pvt. Ltd.,Navi Mumbai,2-4 Yrs,"Data Science
Route Optimization
Machine Learning
Python"
"R&D Engineer/ Machine Learning, NLP",IPsoft Global Services Private Limited,Bengaluru(Whitefield),1-6 Yrs,"Java
C++
NLP
Data Structures
Machine Learning
Deep Learning
Python"
Python Developer - Deep Learning/Machine Learning,e3consultant,Chennai,2-7 Yrs,"Data Science
Analytical Skills
Artificial Intelligence
Web Technologies
Machine Learning
Deep Learning
Web Services
Python"
Head of Analytics & Data Sciences.,Fidius advisory,Mumbai,15-17 Yrs,"data science
industry 4.0
AI
big data
data engineering"
Manager/senior Manager - Analytics - CPG Domain,Change Leaders,Mumbai,5-8 Yrs,"Data Science
Data Management
Data Modeling
Data Analytics
Machine Learning
Analytics
Python"
Urgent Hiring_Data Science Lead_Advertising Industry_Mumbai_15 lacs,Seven Consultancy,"Mumbai, Gurgaon",4-8 Yrs,"Data Science
Text Analytics
Risk Analytics
Data Analytics
Analytics
Predictive Analytics"
Senior Analyst- Sql/sas/python/machine Learning- Banking- Iit/nit/bits,Huquo Consulting Pvt. Ltd,Bengaluru,1-4 Yrs,"Data Science
SAS
Data Scientist
PySpark
Data Analytics
Machine Learning
Statistics
Analytics"
Assistant Manager - Sql/sas/python/machine Learning- Iit/nit/bits,Huquo Consulting Pvt. Ltd,Bengaluru,2-7 Yrs,"Data Science
SAS
Data Scientist
Data Analytics
Machine Learning
Statistics
Analytics
SQL"
Analyst - Machine Learning - R/python + SAS - BFSI,Huquo Consulting Pvt. Ltd,Noida,1-2 Yrs,"Consulting - BFSI
NLP
SAS
Artificial Intelligence
Big Data
Data Analytics
Machine Learning
Statistics"
Assistant Manager - Machine Learning - R/python + SAS,Huquo Consulting Pvt. Ltd,Noida,3-4 Yrs,"Predictive Modeling
Consulting - BFSI
NLP
SAS
Artificial Intelligence
Big Data
Data Analytics
Machine Learning"
Senior Business Analyst/ Manager - Insurance Analytics - Sas/r/python,Huquo Consulting Pvt. Ltd,Gurgaon,2-7 Yrs,"SAS
Statistical Modeling
Regression
linear regression
Data Modeling
Data Analytics
Clustering
Statistics"
Senior Consultant - SAS/ Python/ R - KPO - Iisc/ ISI/ IIT,Huquo Consulting Pvt. Ltd,Bengaluru,2-4 Yrs,"Consulting - BFSI
SAS
Data Management
model development
Data Analytics
Machine learning Techniques
Statistics
Machine Learning"
Operations Analytics Role -sas/sql/ Power BI,Huquo Consulting Pvt. Ltd,Delhi NCR,3-6 Yrs,"SAS
Statistical Modeling
Data Mining
Data Modeling
Statistics
Machine Learning
Analytics
SQL"
Senior Consultant - Analytics - Sas/r /python Machine Learning,Huquo Consulting Pvt. Ltd,Gurgaon,3-4 Yrs,"Consulting - BFSI
SAS
Data Modeling
Data Analytics
Statistics
Machine Learning
Analytics
Python"
Machine Learning Developer,Catalyst,Bengaluru,2-7 Yrs,"Data Science
Algorithms
Cross Selling
Neural Networks
Time Series
ETL
Machine Learning
Deep Learning"
Data Wrangler,L A Consultancy,"Chennai, Bengaluru, Kochi",3-6 Yrs,"AWS Services
Data Wrangler
R
Glue
EC2
Web API- s
Pandas
Tensor Flow NLP"
Data Analyst - Startup - Bangalore,Benchire,Bengaluru,3-8 Yrs,"Data analysis
R
Statistical Analysis
SQL
Python"
Machine learning - Deep learning expert,IntelleWings,"Delhi NCR, Mumbai, Bengaluru",2-7 Yrs,"Natural Language Processing
Neural Networks
Machine Learning
Deep Learning"
Python Internship in Mumbai,MAXGEN TECHNOLOGIES PRIVATE LIMITED,"Spain, United Kingdom (U.K), Navi Mumbai, Mumbai(Sector-19 Vashi), Thane, Singapore",0-0 Yrs,"Data Science
python internship in mumbai
python internship in navi mumbai
python internship in sanpada
Django
python internship in panvel
python internship in kharghar
machine learning internship in mumbai"
Machine Learning Developer,Catalyst,Bengaluru,2-7 Yrs,"Data Science
Algorithms
Cross Selling
Neural Networks
Time Series
ETL
Machine Learning
Deep Learning"
Consultant - SQL - Banking Domain - Iit/isi/dse,Huquo Consulting Pvt. Ltd,"Delhi NCR, Gurgaon",1-5 Yrs,"Consulting - BFSI
SAS
Big Data
Analytics
SQL"
Sr Data Analyst / Product Analyst - Startup,Benchire,Bengaluru,3-8 Yrs,"Product Analyst
Data analysis
R
Data Analysis
Data Analyst
Statistical Analysis
SQL
Python"
Predictive Modeling & Optimization Consultant - BFS,NovoTree Minds Consulting Pvt. Ltd.,"Pune, Bengaluru",3-5 Yrs,"Predictive Modeling
Consulting - BFSI
SAS
Supply Chain Analytics
Statistical Modeling
Big Data
Data Visualization
Data Analytics"
Manager - Credit Modelling/data Science - NBFC,Mirus Solutions,Mumbai,5-10 Yrs,"Data Science
Predictive Modeling
credit risk
Data Management
Model Validation
Risk Modeling
retail loans"
Associate Manager/ Manager - Risk Analytics - Bank,Pylon Mangement Consulting,"Mumbai, Bengaluru",5-10 Yrs,"Predictive Modeling
Consulting - BFSI
SAS
Risk Analytics
Data Analytics
Statistics
Analytics
Predictive Analytics"
Sr Data Analyst/ Product Analyst - Startup,Benchire,Bengaluru,3-8 Yrs,"Data analysis
R
Data Analysis
Statistical Analysis
SQL
Python"
Data Science Engineer,Bloom Consulting Services,Bengaluru,2-5 Yrs,"Statistical programming
data science
Machine learning
SCALA
Open source
Data mining
Ruby
MATLAB"
Data Analyst,AEROFOLIC BUSINESS SOLUTIONS PRIVATE LIMITED,Coimbatore,3-7 Yrs,"Computer science
Data analysis
Aerospace
Script writing
Analytical
Consulting
Machine learning
ITES"
AI / Machine Learning / Deep Learning_Kolkata,PNR Software Solutions Private Limited,Kolkata,3-6 Yrs,"algorithms
Statistical analysis
code
software
Artificial Intelligence
Data structures
research
software architecture"
Data Science Intern,ETAIOTA Systems,Bhubaneshwar,0-1 Yrs,"Computer science
Data analysis
data science
Intern
Data mining
Information technology
SQL
Python"
Data Science Trainer,Emerging India Group,"Delhi, Noida",2-3 Yrs,"Computer science
C++
Machine learning
Data processing
Perl
data mapping
Data mining
Forecasting"
Technical Content Writer,BLOCKNOUS CONSULTANTS PRIVATE LIMITED,Indore,2-7 Yrs,"Technical Architect
Operational excellence
Technical Expert
Machine learning
Data structures
Technical Lead
Natural language processing
Management"
System Engineer,MDCONSULTING,Gurgaon,0-2 Yrs,"IT services
C++
data security
GCP
Consulting
PHP
Data processing
hr solutions"
Data Science Quality Asssessment Engineer,EagleView,Bengaluru,3-6 Yrs,"Computer vision
Web technologies
data science
Machine learning
Open source"
Data Analyst,Mindworksglobal,Delhi,1-2 Yrs,"Analytical skills
Training
Usage
Statistical analysis
data science
Machine learning
Natural language processing
Data Analyst"
Data Science Trainee,Anantara Solutions Private Limited,Chennai,0-1 Yrs,"SAN
French
data science
Data modeling
Analytical
Cook
Manager Technology
SQL"
Predictive Analytics,Sai Multi Management services,Ahmedabad,2-7 Yrs,"Publishing
SAS
Analytical
Machine learning
Data collection
Data mining
Risk management
Continuous improvement"
Android Engineer,Wadhwani AI,Mumbai,4-6 Yrs,"Computer science
Financial inclusion
Artificial Intelligence
Debugging
Machine learning
Data structures
Healthcare
Research"
Data Science Engineer,Bloom Consulting Services,Bengaluru,2-5 Yrs,"Statistical programming
data science
Machine learning
SCALA
Open source
Data mining
Ruby
MATLAB"
Python Developer,Diverse Lynx India Pvt. Ltd,Bengaluru,2-6 Yrs,"Web services
spark
R Programming
Database
Programming
Data processing
Data quality
Analytics"
AI / Machine Learning / Deep Learning_Kolkata,PNR Software Solutions Private Limited,Kolkata,3-6 Yrs,"algorithms
Statistical analysis
code
software
Artificial Intelligence
Data structures
research
software architecture"
Python Engineer,East India Securities Ltd,Kolkata,2-7 Yrs,"Analytical skills
data science
Machine learning
Hadoop
Python
Scripting"
Data Science,Web Synergies (India) Pvt. Ltd,Hyderabad,2-7 Yrs,"algorithms
development
SAS
analytical
mobile
Business intelligence
Data mining
microsoft"
Data Engineer,Test and Verification Solutions India Pvt. Ltd,"Bengaluru, Hyderabad",2-6 Yrs,"Backend
GIT
Linux
RDBMS
MySQL
Machine learning
Algorithm development
SQL"
Data Specialist,Agenty,Gurgaon,2-7 Yrs,"Business process
Backend
Front end
Machine learning
Javascript
HTML
MongoDB
Visual Studio"
System Engineer,MDCONSULTING,Gurgaon,0-2 Yrs,"IT services
C++
data security
GCP
Consulting
PHP
Data processing
hr solutions"
